"keys","zh"
,
"unit_kb","KB"
"unit_mb","MB"
"unit_kbps","KB/s"
"unit_mbps","MB/s"
,
"msg_downloading_file","正在下载%s…"
"msg_download_progress","正在下载："
"str_dl_speed_at","以"
"msg_download_finished","已完成下载%s。"
"msg_download_failed","下载%s失败。"
"msg_http_request_info","[b]HTTPRequest信息：[/b]\n[u]结果：[/u] %s\n[u]响应代码：[/u] %s\n[u]头：[/u] %s"
